Verdict,Speaker,Text,Speaker_title,Speaker_party,File_id,Sentence_id,Length,Line_number,Sentiment,Checked? ,CNN,Reuters,AP News,NYT,Atlantic,Politifact,WashPost,Fact Check,times fact-checked
0,Obama,They convince the international community they are not pursuing a nuclear program.,President,DEMOCRAT,2012-10-22.txt,27493,12,633,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,There are inspections that are very intrusive.,President,DEMOCRAT,2012-10-22.txt,27494,7,634,-0.609037,0,0,0,0,0,0,0,0,0,0
-1,Obama,"But over time, what they can do is regain credibility.",President,DEMOCRAT,2012-10-22.txt,27495,10,635,-0.34587,0,0,0,0,0,0,0,0,0,0
-1,Obama,"In the meantime, though, we're not going to let up the pressure until we have clear evidence that that takes place.",President,DEMOCRAT,2012-10-22.txt,27496,21,636,-0.22219,0,0,0,0,0,0,0,0,0,0
-1,Obama,And one last thing -- just -- just to make this point.,President,DEMOCRAT,2012-10-22.txt,27497,12,637,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,We're not going to allow Iran to perpetually engage in negotiations that lead nowhere.,President,DEMOCRAT,2012-10-22.txt,27499,14,639,-0.845748,0,0,0,0,0,0,0,0,0,0
-1,Obama,And I've been very clear to them.,President,DEMOCRAT,2012-10-22.txt,27500,7,640,0.492794,0,0,0,0,0,0,0,0,0,0
1,Obama,"You know, because of the intelligence coordination that we do with a range of countries, including Israel, we have a sense of when they would get breakout capacity, which means that we would not be able to intervene in time to stop their nuclear program.",President,DEMOCRAT,2012-10-22.txt,27501,45,641,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,And that clock is ticking.,President,DEMOCRAT,2012-10-22.txt,27502,5,642,0.640098,0,0,0,0,0,0,0,0,0,0
-1,Romney,"I think from the very beginning, one of the challenges we've had with Iran is that they have looked at this administration, and felt that the administration was not as strong as it needed to be.",Governor,REPUBLICAN,2012-10-22.txt,27505,36,645,-0.386306,0,0,0,0,0,0,0,0,0,0
-1,Romney,I think they saw weakness where they had expected to find American strength.,Governor,REPUBLICAN,2012-10-22.txt,27506,13,646,-0.327211,0,0,0,0,0,0,0,0,0,0
1,Romney,"And I say that because from the very beginning, the president in his campaign four years ago, said he would meet with all the world's worst actors in his first year, he'd sit down with Chavez and Kim Jong-il, with Castro and President Ahmadinejad of Iran.",Governor,REPUBLICAN,2012-10-22.txt,27507,46,647,-0.810132,1,0,0,0,0,1,0,0,0,2
-1,Romney,"And I think they looked and thought, well, that's an unusual honor to receive from the President of the United States.",Governor,REPUBLICAN,2012-10-22.txt,27508,21,648,0.557469,0,0,0,0,0,0,0,0,0,0
1,Romney,"And then the president began what I have called an apology tour, of going to various nations in the Middle East and criticizing America.",Governor,REPUBLICAN,2012-10-22.txt,27509,24,649,-0.328122,1,1,0,1,1,1,1,1,1,7
-1,Romney,I think they looked at that and saw weakness.,Governor,REPUBLICAN,2012-10-22.txt,27510,9,650,-0.462558,0,0,0,0,0,0,0,0,0,0
0,Romney,"Then when there were dissidents in the streets of Tehran, a Green Revolution, holding signs saying, is America with us, the president was silent.",Governor,REPUBLICAN,2012-10-22.txt,27511,24,651,0,1,0,1,0,1,0,0,0,0,2
-1,Romney,I think they noticed that as well.,Governor,REPUBLICAN,2012-10-22.txt,27512,7,652,0.362838,0,0,0,0,0,0,0,0,0,0
0,Romney,"And I think that when the president said he was going to create daylight between ourselves and Israel, that they noticed that as well.",Governor,REPUBLICAN,2012-10-22.txt,27513,24,653,0,1,0,0,0,0,0,1,0,1,2
-1,Romney,"All of these things suggested, I think, to the Iranian mullahs that, hey, you know, we can keep on pushing along here, we can keep talks going on, we're just going to keep on spinning centrifuges.",Governor,REPUBLICAN,2012-10-22.txt,27514,36,654,0.275852,0,0,0,0,0,0,0,0,0,0
1,Romney,"Now there are some 10,000 centrifuges spinning uranium, preparing to create a nuclear threat to the United States and to the world.",Governor,REPUBLICAN,2012-10-22.txt,27515,22,655,-0.297838,0,0,0,0,0,0,0,0,0,0
-1,Romney,"That's unacceptable for us, and it's essential for a president to show strength from the very beginning, to make it very clear what is acceptable and not acceptable.",Governor,REPUBLICAN,2012-10-22.txt,27516,28,656,0.639013,0,0,0,0,0,0,0,0,0,0
-1,Romney,And an Iranian nuclear program is not acceptable to us.,Governor,REPUBLICAN,2012-10-22.txt,27517,10,657,-0.536757,0,0,0,0,0,0,0,0,0,0
-1,Romney,They must not develop nuclear capability.,Governor,REPUBLICAN,2012-10-22.txt,27518,6,658,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,They need to be tightened.,Governor,REPUBLICAN,2012-10-22.txt,27520,5,660,-0.377423,0,0,0,0,0,0,0,0,0,0
-1,Romney,Our diplomatic isolation needs to be tougher.,Governor,REPUBLICAN,2012-10-22.txt,27521,7,661,-0.400457,0,0,0,0,0,0,0,0,0,0
-1,Romney,We need to indict Ahmadinejad.,Governor,REPUBLICAN,2012-10-22.txt,27522,5,662,-0.209061,0,0,0,0,0,0,0,0,0,0
-1,Romney,"We need to put the pressure on them as hard as we possibly can, because if we do that, we won't have to take the military action.",Governor,REPUBLICAN,2012-10-22.txt,27523,27,663,-0.468806,0,0,0,0,0,0,0,0,0,0
-1,Obama,"Bob, let me just respond.",President,DEMOCRAT,2012-10-22.txt,27524,5,664,0,0,0,0,0,0,0,0,0,0,0
0,Obama,"Nothing Governor Romney just said is true, starting with this notion of me apologizing.",President,DEMOCRAT,2012-10-22.txt,27525,14,665,-0.534945,1,0,0,1,0,0,0,1,1,3
-1,Obama,This has been probably the biggest whopper that's been told during the course of this campaign.,President,DEMOCRAT,2012-10-22.txt,27526,16,666,-0.549336,1,1,0,1,0,0,0,1,1,4
1,Obama,"And every fact checker and every reporter who's looked at it, Governor, has said this is not true.",President,DEMOCRAT,2012-10-22.txt,27527,18,667,-0.499982,1,0,0,1,0,0,0,1,1,3
1,Obama,"And when it comes to tightening sanctions, look, as I said before, we've put in the toughest, most crippling sanctions ever.",President,DEMOCRAT,2012-10-22.txt,27528,21,668,-0.599243,1,0,0,0,1,0,0,0,0,1
1,Obama,"And the fact is, while we were coordinating an international coalition to make sure these sanctions were effective, you were still invested in a Chinese state oil company that was doing business with the Iranian oil sector.",President,DEMOCRAT,2012-10-22.txt,27529,37,669,0.328757,0,0,0,0,0,0,0,0,0,0
-1,Obama,"So I'll let the American people decide, judge, who's going to be more effective and more credible when it comes to imposing crippling sanctions.",President,DEMOCRAT,2012-10-22.txt,27530,24,670,-0.252446,0,0,0,0,0,0,0,0,0,0
1,Obama,"And with respect to our attitude about the Iranian revolution, I was very clear about the murderous activities that had taken place and that was contrary to international law and everything that civilized people stand for.",President,DEMOCRAT,2012-10-22.txt,27531,36,671,0.761826,0,0,0,0,0,0,0,0,0,0
-1,Obama,And -- and so the strength that we have shown in Iran is shown by the fact that we've been able to mobilize the world.,President,DEMOCRAT,2012-10-22.txt,27532,25,672,0.398453,0,0,0,0,0,0,0,0,0,0
-1,Obama,"When I came into office, the world was divided.",President,DEMOCRAT,2012-10-22.txt,27533,9,673,-0.202212,0,0,0,0,0,0,0,0,0,0
1,Obama,"Iran is at its weakest point, economically, strategically, militarily, then since -- then in many years.",President,DEMOCRAT,2012-10-22.txt,27535,16,675,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,And we are going to continue to keep the pressure on to make sure that they do not get a nuclear weapon.,President,DEMOCRAT,2012-10-22.txt,27536,22,676,0,0,0,0,0,0,0,0,0,0,0
1,Obama,That's in America's national interest and that will be the case so long as I'm president.,President,DEMOCRAT,2012-10-22.txt,27537,16,677,0,0,0,0,0,0,0,0,0,0,0
1,Romney,We're four years closer to a nuclear Iran.,Governor,REPUBLICAN,2012-10-22.txt,27539,8,679,-0.464777,0,0,0,0,0,0,0,0,0,0
-1,Romney,And -- and -- we should not have wasted these four years to the extent they -- they continue to be able to spin these centrifuges and get that much closer.,Governor,REPUBLICAN,2012-10-22.txt,27540,31,680,-0.26221,0,0,0,0,0,0,0,0,0,0
0,Romney,"Number two, Mr. President, the reason I call it an apology tour is because you went to the Middle East and you flew to Egypt and to Saudi Arabia and to Turkey and Iraq.",Governor,REPUBLICAN,2012-10-22.txt,27542,34,682,-0.399518,1,1,0,1,0,0,0,1,1,4
1,Romney,"And by the way, you skipped Israel, our closest friend in the region, but you went to the other nations.",Governor,REPUBLICAN,2012-10-22.txt,27543,20,683,0,1,1,0,1,0,0,0,1,1,4
0,Romney,"And by the way, they noticed that you skipped Israel.",Governor,REPUBLICAN,2012-10-22.txt,27544,10,684,0,1,0,0,1,0,0,0,1,1,3
0,Romney,"And then in those nations, and on Arabic TV, you said that America had been dismissive and derisive.",Governor,REPUBLICAN,2012-10-22.txt,27545,18,685,-0.812146,1,1,0,1,1,1,0,1,1,6
0,Romney,You said that on occasion America had dictated to other nations.,Governor,REPUBLICAN,2012-10-22.txt,27546,11,686,-0.226622,1,1,0,1,0,0,0,1,1,4
-1,Romney,"Mr. President, America has not dictated to other nations.",Governor,REPUBLICAN,2012-10-22.txt,27547,9,687,0,1,0,0,0,0,0,0,0,1,1
1,Romney,We have freed other nations from dictators.,Governor,REPUBLICAN,2012-10-22.txt,27548,7,688,-0.211143,1,0,0,0,0,0,0,0,1,1
-1,Obama,"Bob, let me -- let me respond.",President,DEMOCRAT,2012-10-22.txt,27549,7,689,0,0,0,0,0,0,0,0,0,0,0
0,Obama,"If we're going to talk about trips that we've taken -- when I was a candidate for office, first trip I took was to visit our troops.",President,DEMOCRAT,2012-10-22.txt,27550,27,690,0.430574,1,0,0,0,1,0,0,0,0,1
1,Obama,"And when I went to Israel as a candidate, I didn't take donors.",President,DEMOCRAT,2012-10-22.txt,27551,13,691,-0.248189,1,0,0,0,1,0,0,0,0,1
0,Obama,"I went to Yad Beshef (ph), the Holocaust museum there, to remind myself the nature of evil and why our bond with Israel will be unbreakable.",President,DEMOCRAT,2012-10-22.txt,27553,26,693,-0.335326,1,0,0,0,1,0,0,0,0,1
0,Obama,"And then I went down to the border towns of Storok (ph), which had experienced missiles raining dowm from Hamas.",President,DEMOCRAT,2012-10-22.txt,27554,20,694,-0.437537,0,0,0,0,0,0,0,0,0,0
0,Obama,And I saw families there who showed me there where missiles had come down near their children's bedrooms.,President,DEMOCRAT,2012-10-22.txt,27555,18,695,-0.230834,0,0,0,0,0,0,0,0,0,0
-1,Obama,And I was reminded of what that would mean if those were my kids.,President,DEMOCRAT,2012-10-22.txt,27556,14,696,0,0,0,0,0,0,0,0,0,0,0
1,Obama,"Which is why as president, we funded an Iron Dome program to stop those missiles.",President,DEMOCRAT,2012-10-22.txt,27557,15,697,0,0,0,0,0,0,0,0,0,0,0
0,Obama,"So that's how I've used my travels, when I travel to Israel and when I travel to the region.",President,DEMOCRAT,2012-10-22.txt,27558,19,698,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,And the -- the central question at this point is going to be: Who is going to be credible to all parties involved?,President,DEMOCRAT,2012-10-22.txt,27559,23,699,0.513309,0,0,0,0,0,0,0,0,0,0
-1,Obama,"And they can look at my track record, whether it's Iran sanctions, whether it's dealing with counterterrorism, whether it's supporting democracy, whether it's supporting women's rights, whether it's supporting religious minorities.",President,DEMOCRAT,2012-10-22.txt,27560,31,700,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,And they can say that the President of the United States and the United States of America has stood on the right side of history.,President,DEMOCRAT,2012-10-22.txt,27561,25,701,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,And that kind of credibility is precisely why we've been able to show leadership on a wide range of issues facing the world right now.,President,DEMOCRAT,2012-10-22.txt,27562,25,702,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,"Bob, let's not go into hypotheticals of that nature.",Governor,REPUBLICAN,2012-10-22.txt,27566,9,706,-0.447922,0,0,0,0,0,0,0,0,0,0
-1,Romney,"Our relationship with Israel, my relationship with the prime minister of Israel is such that we would not get a call saying our bombers are on the way, or their fighters are on the way.",Governor,REPUBLICAN,2012-10-22.txt,27567,35,707,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of --,Governor,REPUBLICAN,2012-10-22.txt,27568,20,708,0.69996,0,0,0,0,0,0,0,0,0,0
-1,Romney,But let me -- let me come back -- we can come back.,Governor,REPUBLICAN,2012-10-22.txt,27573,13,713,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,"Let's come back to what the president was speaking about, which is what's happening in the world and the president's statement that things are going so well.",Governor,REPUBLICAN,2012-10-22.txt,27574,27,714,0.713302,0,0,0,0,0,0,0,0,0,0
-1,Romney,1,Governor,REPUBLICAN,2012-10-22.txt,27575,19,715,0.32101,1,0,0,0,1,0,0,0,0,1
-1,Romney,"I see the Middle East with a rising tide of violence, chaos, tumult.",Governor,REPUBLICAN,2012-10-22.txt,27576,13,716,-0.503659,0,0,0,0,0,0,0,0,0,0
1,Romney,"I see jihadists continuing to spread, whether they're rising or just about the same level, hard to precisely measure, but it's clear they're there.",Governor,REPUBLICAN,2012-10-22.txt,27577,24,717,0.438726,0,0,0,0,0,0,0,0,0,0
1,Romney,"I see Syria with 30,000 civilians dead, Assad still in power.",Governor,REPUBLICAN,2012-10-22.txt,27579,11,719,-0.310689,0,0,0,0,0,0,0,0,0,0
1,Romney,"I see our trade deficit with China, larger than it's -- growing larger every year, as a matter of fact.",Governor,REPUBLICAN,2012-10-22.txt,27580,20,720,0,,,,,,,,,,0
1,Romney,"I look around the world and I don't feel that you see North Korea, continuing to export their nuclear technology, Russia said they're not going to follow Nunn-Lugar any more.",Governor,REPUBLICAN,2012-10-22.txt,27581,30,721,-0.520241,0,0,0,0,0,0,0,0,0,0
1,Romney,They're back away from a nuclear proliferation treaty that we had with them.,Governor,REPUBLICAN,2012-10-22.txt,27582,13,722,-0.282217,0,0,0,0,0,0,0,0,0,0
-1,Romney,"I look around the world, I don't see our influence growing around the world.",Governor,REPUBLICAN,2012-10-22.txt,27583,14,723,-0.322694,0,0,0,0,0,0,0,0,0,0
-1,Romney,"I see our influence receding, in part because of the failure of the president to deal with our economic challenges at home; in part because of our withdrawal from our commitment to our military in the way I think it ought to be; in part because of the -- the -- the turmoil with Israel.",Governor,REPUBLICAN,2012-10-22.txt,27584,55,724,-0.687334,0,0,0,0,0,0,0,0,0,0
1,Romney,"I mean, the president received a letter from 38 Democrat senators saying the tensions with Israel were a real problem.",Governor,REPUBLICAN,2012-10-22.txt,27585,20,725,-0.569932,0,0,0,0,0,0,0,0,0,0
0,Romney,"They asked him, please repair the tension -- Democrat senators -- please repair the tension...",Governor,REPUBLICAN,2012-10-22.txt,27586,15,726,0.286786,0,0,0,0,0,0,0,0,0,0
-1,Romney,... the damage in his -- in his own party.,Governor,REPUBLICAN,2012-10-22.txt,27588,10,728,-0.675792,0,0,0,0,0,0,0,0,0,0
-1,Obama,"Governor, the problem is, is that on a whole range of issues, whether it's the Middle East, whether it's Afghanistan, whether it's Iraq, whether it's now Iran, you've been all over the map.",President,DEMOCRAT,2012-10-22.txt,27589,33,729,-0.510018,0,0,0,0,0,0,0,0,0,0
-1,Obama,"I mean, I'm -- I'm pleased that you now are endorsing our policy of applying diplomatic pressure and potentially having bilateral discussions with the Iranians to end their nuclear program.",President,DEMOCRAT,2012-10-22.txt,27590,30,730,0.372316,1,0,0,0,1,0,0,0,0,1
1,Obama,But just a few years ago you said that's something you'd never do.,President,DEMOCRAT,2012-10-22.txt,27591,13,731,-0.251204,0,0,0,0,0,0,0,0,0,0
1,Obama,"In the same way that you initially opposed a timetable in Afghanistan, now you're for it, although it depends.",President,DEMOCRAT,2012-10-22.txt,27592,19,732,0,0,0,0,0,0,0,0,0,0,0
1,Obama,"In the same way that you say you would have ended the war in Iraq, but recently gave a speech saying that we should have 20,000 more folks in there.",President,DEMOCRAT,2012-10-22.txt,27593,30,733,0,0,0,0,0,0,0,0,0,0,0
0,Obama,The same way that you said that it was mission creep to go after Gadhafi.,President,DEMOCRAT,2012-10-22.txt,27594,15,734,-0.238405,0,0,0,0,0,0,0,0,0,0
1,Obama,"When it comes to going after Osama bin Laden, you said, well, any president would make that call.",President,DEMOCRAT,2012-10-22.txt,27595,18,735,-0.240455,0,0,0,0,0,0,0,0,0,0
1,Obama,"But when you were a candidate in 2008, as I was, and I said if I got bin Laden in our sights I would take that shot, you said we shouldn't move heaven and earth to get one man.",President,DEMOCRAT,2012-10-22.txt,27596,39,736,-0.626237,1,0,0,0,0,0,1,1,1,3
-1,Obama,And you said we should ask Pakistan for permission.,President,DEMOCRAT,2012-10-22.txt,27597,9,737,0,1,0,0,0,0,0,0,0,1,1
-1,Obama,"And if we had asked Pakistan permission, we would not have gotten him.",President,DEMOCRAT,2012-10-22.txt,27598,13,738,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,And it was worth moving heaven and earth to get him.,President,DEMOCRAT,2012-10-22.txt,27599,11,739,0.498627,0,0,0,0,0,0,0,0,0,0
0,Obama,"You know, after we killed bin Laden I was at ground zero for a memorial and talked to a young women who was four years old when 9/11 happened.",President,DEMOCRAT,2012-10-22.txt,27600,29,740,-0.575183,0,0,0,0,0,0,0,0,0,0
0,Obama,"And the last conversation she had with her father was him calling from the twin towers, saying ""Peyton (ph), I love you and I will always watch over you.""",President,DEMOCRAT,2012-10-22.txt,27601,29,741,0.712153,0,0,0,0,0,0,0,0,0,0
-1,Obama,"And for the next decade, she was haunted by that conversation.",President,DEMOCRAT,2012-10-22.txt,27602,11,742,0,0,0,0,0,0,0,0,0,0,0
0,Obama,"And she said to me,""You know, by finally getting bin Laden, that brought some closure to me.""",President,DEMOCRAT,2012-10-22.txt,27603,18,743,-0.324362,0,0,0,0,0,0,0,0,0,0
-1,Obama,"And when we do things like that -- when we bring those who have harmed us to justice, that sends a message to the world and it tells Peyton (ph) that we did not forget her father.",President,DEMOCRAT,2012-10-22.txt,27604,37,744,0,0,0,0,0,0,0,0,0,0,0
0,Obama,"And I make that point because that's the kind of clarity of leadership, and those decisions are not always popular.",President,DEMOCRAT,2012-10-22.txt,27605,20,745,0.24511,0,0,0,0,0,0,0,0,0,0
0,Obama,Those decisions generally -- generally are not poll-tested.,President,DEMOCRAT,2012-10-22.txt,27606,8,746,0,0,0,0,0,0,0,0,0,0,0
0,Obama,"And even some in my own party, including my current vice president, had the same critique as you did.",President,DEMOCRAT,2012-10-22.txt,27607,19,747,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,"But what the American people understand is that I look at what we need to get done to keep the American people safe and to move our interests forward, and I make those decisions.",President,DEMOCRAT,2012-10-22.txt,27608,34,748,0.783614,0,0,0,0,0,0,0,0,0,0
-1,Romney,You can't -- but you can't have the president just lay out a whole series of items without giving me a chance to respond.,Governor,REPUBLICAN,2012-10-22.txt,27613,24,753,-0.382077,0,0,0,0,0,0,0,0,0,0
-1,Romney,"Well, we're going to be finished by 2014, and when I'm president, we'll make sure we bring our troops out by the end of 2014.",Governor,REPUBLICAN,2012-10-22.txt,27622,25,762,0.566767,0,0,0,0,0,0,0,0,0,0
-1,Romney,The commanders and the generals there are on track to do so.,Governor,REPUBLICAN,2012-10-22.txt,27623,12,763,-0.399556,0,0,0,0,0,0,0,0,0,0
1,Romney,We've seen progress over the past several years.,Governor,REPUBLICAN,2012-10-22.txt,27624,8,764,0.389024,0,0,0,0,0,0,0,0,0,0
1,Romney,The surge has been successful and the training program is proceeding apace.,Governor,REPUBLICAN,2012-10-22.txt,27625,12,765,0.307441,0,0,0,0,0,0,0,0,0,0
1,Romney,"There are now a large number of Afghan Security Forces, 350,000 that are ready to step in to provide security and we're going to be able to make that transition by the end of 2014.",Governor,REPUBLICAN,2012-10-22.txt,27626,35,766,0.55244,0,0,0,0,0,0,0,0,0,0
1,Romney,So our troops will come home at that point.,Governor,REPUBLICAN,2012-10-22.txt,27627,9,767,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,"I can tell you at the same time, that we will make sure that we look at what's happening in Pakistan, and recognize that what's happening in Pakistan is going to have a major impact on the success in Afghanistan.",Governor,REPUBLICAN,2012-10-22.txt,27628,40,768,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,And I say that because I know a lot of people that feel like we should just brush our hands and walk away.,Governor,REPUBLICAN,2012-10-22.txt,27629,23,769,0.327562,0,0,0,0,0,0,0,0,0,0
-1,Romney,"And I don't mean you, Mr. President, but some people in the -- in our nation feel that Pakistan is being nice to us, and that we should walk away fro mthem.",Governor,REPUBLICAN,2012-10-22.txt,27630,32,770,0.395076,0,0,0,0,0,0,0,0,0,0
1,Romney,"But Pakistan is important to the region, to the world and to us, because Pakistan has 100 nuclear warheads and they're rushing to build a lot more.",Governor,REPUBLICAN,2012-10-22.txt,27631,27,771,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,They'll have more than Great Britain sometime in the -- in the relatively near future.,Governor,REPUBLICAN,2012-10-22.txt,27632,15,772,0,0,0,0,0,0,0,0,0,0,0
1,Romney,They also have the Haqqani Network and the Taliban existent within their country.,Governor,REPUBLICAN,2012-10-22.txt,27633,13,773,-0.367462,0,0,0,0,0,0,0,0,0,0
-1,Romney,"And so a Pakistan that falls apart, becomes a failed state, would be of extraordinary danger to Afghanistan and to us.",Governor,REPUBLICAN,2012-10-22.txt,27634,21,774,-0.843793,0,0,0,0,0,0,0,0,0,0
-1,Romney,And so we're going to have to remain helpful in encouraging Pakistan to move towards a more stable government and rebuild the relationship with us.,Governor,REPUBLICAN,2012-10-22.txt,27635,25,775,0.911091,0,0,0,0,0,0,0,0,0,0
-1,Romney,And that means that our aid that we provide to Pakistan is going to have to be conditioned upon certain benchmarks being met.,Governor,REPUBLICAN,2012-10-22.txt,27636,23,776,0.624231,0,0,0,0,0,0,0,0,0,0
-1,Romney,"So for me, I look at this as both a need to help move Pakistan in the right direction, and also to get Afghanistan to be ready, and they will be ready by the end of 2014.",Governor,REPUBLICAN,2012-10-22.txt,27637,37,777,0.407955,0,0,0,0,0,0,0,0,0,0
1,Obama,"When I came into office, we were still bogged down in Iraq and Afghanistan had been drifting for a decade.",President,DEMOCRAT,2012-10-22.txt,27639,20,779,-0.742955,0,0,0,0,0,0,0,0,0,0
0,Obama,"We ended the war in Iraq, refocused our attention on Afghanistan, and we did deliver a surge of troops.",President,DEMOCRAT,2012-10-22.txt,27640,19,780,-0.626461,0,0,0,0,0,0,0,0,0,0
0,Obama,That was facilitated in part because we had ended the war in Iraq.,President,DEMOCRAT,2012-10-22.txt,27641,13,781,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,And we are now in a position where we have met many of the objectives that got us there in the first place.,President,DEMOCRAT,2012-10-22.txt,27642,23,782,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,Part of what had happened is we'd forgotten why we had gone.,President,DEMOCRAT,2012-10-22.txt,27643,12,783,-0.788525,0,0,0,0,0,0,0,0,0,0
1,Obama,"We went because there were people who were responsible for 3,000 American deaths.",President,DEMOCRAT,2012-10-22.txt,27644,13,784,-0.259137,0,0,0,0,0,0,0,0,0,0
1,Obama,And so we decimated Al Qaida's core leadership in the border regions between Afghanistan and Pakistan.,President,DEMOCRAT,2012-10-22.txt,27645,16,785,-0.515281,0,0,0,0,0,0,0,0,0,0
0,Obama,We then started to build up Afghan forces.,President,DEMOCRAT,2012-10-22.txt,27646,8,786,0,0,0,0,0,0,0,0,0,0,0
1,Obama,"And we're now in a position where we can transition out, because there's no reason why Americans should die when Afghans are perfectly capable of defending their own country.",President,DEMOCRAT,2012-10-22.txt,27647,29,787,-0.393777,0,0,0,0,0,0,0,0,0,0
-1,Obama,"Now, that transition has to take place in a responsible fashion.",President,DEMOCRAT,2012-10-22.txt,27648,11,788,0,0,0,0,0,0,0,0,0,0,0
-1,Obama,"We've been there a long time, and we've got to make sure that we and our coalition partners are pulling out responsibly and giving Afghans the capabilities that they need.",President,DEMOCRAT,2012-10-22.txt,27649,30,789,0.746206,0,0,0,0,0,0,0,0,0,0
-1,Obama,But what I think the American people recognize is after a decade of war it's time to do some nation building here at home.,President,DEMOCRAT,2012-10-22.txt,27650,24,790,0,1,0,0,1,0,0,0,0,0,1
-1,Obama,"And what we can now do is free up some resources, to, for example, put Americans back to work, especially our veterans, rebuilding our roads, our bridges, our schools, making sure that, you know, our veterans are getting the care that they need when it comes to post-traumatic stress disorder and traumatic brain injury, making sure that the certifications that they need for good jobs of the future are in place.",President,DEMOCRAT,2012-10-22.txt,27651,71,791,-0.303275,1,0,0,1,0,0,0,0,0,1
0,Obama,"You know, I was having lunch with some -- a veteran in Minnesota who had been a medic dealing with the most extreme circumstances.",President,DEMOCRAT,2012-10-22.txt,27652,24,792,-0.323509,0,0,0,0,0,0,0,0,0,0
0,Obama,"When he came home and he wanted to become a nurse, he had to start from scratch.",President,DEMOCRAT,2012-10-22.txt,27653,17,793,-0.232601,0,0,0,0,0,0,0,0,0,0
-1,Obama,And what we've said is let's change those certifications.,President,DEMOCRAT,2012-10-22.txt,27654,9,794,0.475041,0,0,0,0,0,0,0,0,0,0
1,Obama,The first lady has done great work with an organization called Joining Forces putting our veterans back to work.,President,DEMOCRAT,2012-10-22.txt,27655,19,795,0,0,0,0,0,0,0,0,0,0,0
1,Obama,"And as a consequence, veterans' unemployment is actually now lower than general population.",President,DEMOCRAT,2012-10-22.txt,27656,13,796,-0.637452,1,0,0,0,0,0,1,0,1,2
1,Obama,It was higher when I came into office.,President,DEMOCRAT,2012-10-22.txt,27657,8,797,0,1,0,0,0,0,0,1,0,1,2
-1,Obama,So those are the kinds of things that we can now do because we're making that transition in Afghanistan.,President,DEMOCRAT,2012-10-22.txt,27658,19,798,0,0,0,0,0,0,0,0,0,0,0
1,Romney,"No, it's not time to divorce a nation on Earth that has 100 nuclear weapons and is on the way to double that at some point, a nation that has serious threats from terrorist groups within its nation, as I indicated before, the Taliban, Haqqani Network.",Governor,REPUBLICAN,2012-10-22.txt,27665,46,805,-0.79206,0,0,0,0,0,0,0,0,0,0
1,Romney,It's a nation that's not like -- like others and it does not have a civilian leadership that is calling the shots there.,Governor,REPUBLICAN,2012-10-22.txt,27666,23,806,0,0,0,0,0,0,0,0,0,0,0
0,Romney,"You have the ISI, their intelligence organization, is probably the most powerful of the -- of three branches there.",Governor,REPUBLICAN,2012-10-22.txt,27667,19,807,0.453038,0,0,0,0,0,0,0,0,0,0
-1,Romney,Then you have the military and then you have the civilian government.,Governor,REPUBLICAN,2012-10-22.txt,27668,12,808,0,0,0,0,0,0,0,0,0,0,0
1,Romney,"This is a nation, which, if it falls apart, if it -- if it becomes a failed state, there are nuclear weapons there and you've got -- you've got terrorists there who could grab their -- their hands onto those nuclear weapons.",Governor,REPUBLICAN,2012-10-22.txt,27669,42,809,-0.717176,0,0,0,0,0,0,0,0,0,0
-1,Romney,This is -- this is an important part of the world for us.,Governor,REPUBLICAN,2012-10-22.txt,27670,13,810,0.82605,0,0,0,0,0,0,0,0,0,0
-1,Romney,"Pakistan is -- is technically an ally, and they're not acting very much like an ally right now.",Governor,REPUBLICAN,2012-10-22.txt,27671,18,811,0,0,0,0,0,0,0,0,0,0,0
-1,Romney,But we have some work to do.,Governor,REPUBLICAN,2012-10-22.txt,27672,7,812,-0.348722,0,0,0,0,0,0,0,0,0,0
1,Romney,And I -- I don't blame the administration for the fact that the relationship with Pakistan is strained.,Governor,REPUBLICAN,2012-10-22.txt,27673,18,813,-0.811336,0,0,0,0,0,0,0,0,0,0
-1,Romney,We -- we had to go into Pakistan.,Governor,REPUBLICAN,2012-10-22.txt,27674,8,814,-0.400175,0,0,0,0,0,0,0,0,0,0
-1,Romney,We had to go in there to get Osama bin Laden.,Governor,REPUBLICAN,2012-10-22.txt,27675,11,815,-0.369561,0,0,0,0,0,0,0,0,0,0
-1,Romney,That was the right thing to do.,Governor,REPUBLICAN,2012-10-22.txt,27676,7,816,0.234703,0,0,0,0,0,0,0,0,0,0
